DATE,TICKER,RET,vwretd
11/29/19,JNJ,0.04847,0.034999
12/31/19,JNJ,0.06095,0.028489
1/31/20,JNJ,0.020566,-0.001728
1/30/09,MMM,-0.065172,-0.077471
2/27/09,MMM,-0.14538,-0.100166
3/31/09,MMM,0.093709,0.086803
4/30/09,MMM,0.158487,0.109466
5/29/09,MMM,0.000174,0.067787
6/30/09,MMM,0.052539,-0.003019
7/31/09,MMM,0.173378,0.081779
8/31/09,MMM,0.029637,0.03151
9/30/09,MMM,0.023578,0.045281
10/30/09,MMM,-0.003117,-0.028072
11/30/09,MMM,0.059535,0.057075
12/31/09,MMM,0.067536,0.028475
1/29/10,MMM,-0.02637,-0.037172
2/26/10,MMM,0.002298,0.034744
3/31/10,MMM,0.04267,0.063668
4/30/10,MMM,0.061027,0.020036
5/28/10,MMM,-0.099639,-0.07924
6/30/10,MMM,-0.004035,-0.05078
7/30/10,MMM,0.082922,0.07036
8/31/10,MMM,-0.075579,-0.042863
9/30/10,MMM,0.103883,0.091628
10/29/10,MMM,-0.028716,0.038591
11/30/10,MMM,0.003384,0.005117
12/31/10,MMM,0.027626,0.067182
1/31/11,MMM,0.018772,0.019183
2/28/11,MMM,0.055278,0.038156
3/31/11,MMM,0.01377,0.003341
4/29/11,MMM,0.039679,0.028597
5/31/11,MMM,-0.023454,-0.014948
6/30/11,MMM,0.00498,-0.018447
7/29/11,MMM,-0.081286,-0.022534
8/31/11,MMM,-0.041428,-0.057564
9/30/11,MMM,-0.134852,-0.084983
10/31/11,MMM,0.10071,0.114146
11/30/11,MMM,0.032523,-0.00627
12/30/11,MMM,0.008514,0.003676
1/31/12,MMM,0.060932,0.054106
2/29/12,MMM,0.017068,0.041225
3/30/12,MMM,0.018379,0.02402
4/30/12,MMM,0.001681,-0.006829
5/31/12,MMM,-0.048791,-0.06559
6/29/12,MMM,0.061486,0.038151
7/31/12,MMM,0.018192,0.010307
8/31/12,MMM,0.021484,0.026317
9/28/12,MMM,-0.001944,0.026513
10/31/12,MMM,-0.052153,-0.014055
11/30/12,MMM,0.044977,0.006217
12/31/12,MMM,0.020891,0.012569
1/31/13,MMM,0.08293,0.054142
2/28/13,MMM,0.040627,0.008282
3/28/13,MMM,0.022212,0.035295
4/30/13,MMM,-0.01505,0.014939
5/31/13,MMM,0.059163,0.019128
6/28/13,MMM,-0.008343,-0.015072
7/31/13,MMM,0.073891,0.052658
8/30/13,MMM,-0.027378,-0.02575
9/30/13,MMM,0.051329,0.037497
10/31/13,MMM,0.053932,0.039889
11/29/13,MMM,0.065912,0.024956
12/31/13,MMM,0.050483,0.02614
1/31/14,MMM,-0.085989,-0.03002
2/28/14,MMM,0.057688,0.046198
3/31/14,MMM,0.006903,0.00454
4/30/14,MMM,0.025284,0.001573
5/30/14,MMM,0.031023,0.020254
6/30/14,MMM,0.00484,0.027973
7/31/14,MMM,-0.016406,-0.020555
8/29/14,MMM,0.028143,0.040205
9/30/14,MMM,-0.016111,-0.025196
10/31/14,MMM,0.085333,0.021164
11/28/14,MMM,0.046661,0.021104
12/31/14,MMM,0.026423,-0.003659
1/30/15,MMM,-0.012293,-0.027163
2/27/15,MMM,0.04544,0.055915
3/31/15,MMM,-0.021939,-0.010397
4/30/15,MMM,-0.051895,0.008766
5/29/15,MMM,0.023755,0.010277
6/30/15,MMM,-0.030048,-0.019231
7/31/15,MMM,-0.019183,0.012108
8/31/15,MMM,-0.054017,-0.059926
9/30/15,MMM,-0.002603,-0.033756
10/30/15,MMM,0.108909,0.073937
11/30/15,MMM,0.002513,0.002404
12/31/15,MMM,-0.037936,-0.022209
1/29/16,MMM,0.00239,-0.057085
2/29/16,MMM,0.046225,0.00062
3/31/16,MMM,0.062217,0.070491
4/29/16,MMM,0.004501,0.011718
5/31/16,MMM,0.012248,0.01434
6/30/16,MMM,0.040399,0.002947
7/29/16,MMM,0.018502,0.038815
8/31/16,MMM,0.011157,0.0028
9/30/16,MMM,-0.016793,0.003013
10/31/16,MMM,-0.062021,-0.021544
11/30/16,MMM,0.045675,0.040488
12/30/16,MMM,0.039769,0.018763
1/31/17,MMM,-0.021,0.022153
2/28/17,MMM,0.072675,0.032598
3/31/17,MMM,0.026724,0.002062
4/28/17,MMM,0.02352,0.009655
5/31/17,MMM,0.05012,0.009335
6/30/17,MMM,0.018193,0.009571
7/31/17,MMM,-0.033719,0.020277
8/31/17,MMM,0.021499,0.0016
9/29/17,MMM,0.02731,0.023729
10/31/17,MMM,0.096665,0.019275
11/30/17,MMM,0.061362,0.027231
12/29/17,MMM,-0.031957,0.012122
1/31/18,MMM,0.064282,0.050577
2/28/18,MMM,-0.054411,-0.039455
3/29/18,MMM,-0.067895,-0.018421
4/30/18,MMM,-0.114477,0.004679
5/31/18,MMM,0.021606,0.026146
6/29/18,MMM,-0.002586,0.005359
7/31/18,MMM,0.079301,0.031573
8/31/18,MMM,-0.000188,0.030233
9/28/18,MMM,-0.000996,0.000425
10/31/18,MMM,-0.097053,-0.074045
11/30/18,MMM,0.099968,0.018512
12/31/18,MMM,-0.08359,-0.08989
1/31/19,MMM,0.051223,0.088294
2/28/19,MMM,0.042586,0.032724
3/29/19,MMM,0.001881,0.012962
4/30/19,MMM,-0.08793,0.037893
5/31/19,MMM,-0.149438,-0.061679
6/28/19,MMM,0.08507,0.067279
7/31/19,MMM,0.007961,0.011854
8/30/19,MMM,-0.066163,-0.020339
9/30/19,MMM,0.016572,0.016033
10/31/19,MMM,0.003589,0.019257
11/29/19,MMM,0.037699,0.034999
12/31/19,MMM,0.039171,0.028489
1/31/20,MMM,-0.100669,-0.001728
1/30/09,DUK,0.009327,-0.077471
2/27/09,DUK,-0.09571,-0.100166
3/31/09,DUK,0.063103,0.086803
4/30/09,DUK,-0.035614,0.109466
5/29/09,DUK,0.041274,0.067787
6/30/09,DUK,0.031095,-0.003019
7/31/09,DUK,0.061001,0.081779
8/31/09,DUK,0.01615,0.03151
9/30/09,DUK,0.016139,0.045281
10/30/09,DUK,0.005083,-0.028072
11/30/09,DUK,0.069532,0.057075
12/31/09,DUK,0.031775,0.028475
1/29/10,DUK,-0.039512,-0.037172
2/26/10,DUK,0.00363,0.034744
3/31/10,DUK,-0.001835,0.063668
4/30/10,DUK,0.028186,0.020036
5/28/10,DUK,-0.034565,-0.07924
6/30/10,DUK,0.002506,-0.05078
7/30/10,DUK,0.06875,0.07036
8/31/10,DUK,0.019006,-0.042863
9/30/10,DUK,0.03085,0.091628
10/29/10,DUK,0.028233,0.038591
11/30/10,DUK,-0.02279,0.005117
12/31/10,DUK,0.014815,0.067182
1/31/11,DUK,0.00393,0.019183
2/28/11,DUK,0.019855,0.038156
3/31/11,DUK,0.008894,0.003341
4/29/11,DUK,0.027548,0.028597
5/31/11,DUK,0.018499,-0.014948
6/30/11,DUK,0.004267,-0.018447
7/29/11,DUK,-0.012215,-0.022534
8/31/11,DUK,0.030107,-0.057564
9/30/11,DUK,0.057113,-0.084983
10/31/11,DUK,0.021511,0.114146
11/30/11,DUK,0.033301,-0.00627
12/30/11,DUK,0.055156,0.003676
1/31/12,DUK,-0.031364,0.054106
2/29/12,DUK,-0.00657,0.041225
3/30/12,DUK,0.004302,0.02402
4/30/12,DUK,0.01999,-0.006829
5/31/12,DUK,0.037331,-0.06559
6/29/12,DUK,0.049136,0.038151
7/31/12,DUK,-0.020237,0.010307
8/31/12,DUK,-0.032974,0.026317
9/28/12,DUK,0.000154,0.026513
10/31/12,DUK,0.013891,-0.014055
11/30/12,DUK,-0.016821,0.006217
12/31/12,DUK,-0.000313,0.012569
1/31/13,DUK,0.077429,0.054142
2/28/13,DUK,0.018548,0.008282
3/28/13,DUK,0.048231,0.035295
4/30/13,DUK,0.035955,0.014939
5/31/13,DUK,-0.0998,0.019128
6/28/13,DUK,0.008516,-0.015072
7/31/13,DUK,0.051852,0.052658
8/30/13,DUK,-0.06507,-0.02575
9/30/13,DUK,0.017988,0.037497
10/31/13,DUK,0.074124,0.039889
11/29/13,DUK,-0.013802,0.024956
12/31/13,DUK,-0.013579,0.02614
1/31/14,DUK,0.02333,-0.03002
2/28/14,DUK,0.014727,0.046198
3/31/14,DUK,0.004797,0.00454
4/30/14,DUK,0.045914,0.001573
5/30/14,DUK,-0.035307,0.020254
6/30/14,DUK,0.043754,0.027973
7/31/14,DUK,-0.027767,-0.020555
8/29/14,DUK,0.036809,0.040205
9/30/14,DUK,0.010542,-0.025196
10/31/14,DUK,0.098703,0.021164
11/28/14,DUK,-0.005539,0.021104
12/31/14,DUK,0.032633,-0.003659
1/30/15,DUK,0.043093,-0.027163
2/27/15,DUK,-0.089454,0.055915
3/31/15,DUK,-0.022533,-0.010397
4/30/15,DUK,0.010289,0.008766
5/29/15,DUK,-0.013472,0.010277
6/30/15,DUK,-0.067477,-0.019231
7/31/15,DUK,0.050977,0.012108
8/31/15,DUK,-0.033482,-0.059926
9/30/15,DUK,0.014525,-0.033756
10/30/15,DUK,-0.006533,0.073937
11/30/15,DUK,-0.040367,0.002404
12/31/15,DUK,0.053571,-0.022209
1/29/16,DUK,0.05477,-0.057085
2/29/16,DUK,-0.00259,0.00062
3/31/16,DUK,0.08616,0.070491
4/29/16,DUK,-0.02355,0.011718
5/31/16,DUK,0.003491,0.01434
6/30/16,DUK,0.096638,0.002947
7/29/16,DUK,-0.002331,0.038815
8/31/16,DUK,-0.059294,0.0028
9/30/16,DUK,0.00477,0.003013
10/31/16,DUK,-0.00025,-0.021544
11/30/16,DUK,-0.067421,0.040488
12/30/16,DUK,0.052189,0.018763
1/31/17,DUK,0.011853,0.022153
2/28/17,DUK,0.061943,0.032598
3/31/17,DUK,-0.006542,0.002062
4/28/17,DUK,0.005975,0.009655
5/31/17,DUK,0.048909,0.009335
6/30/17,DUK,-0.024393,0.009571
7/31/17,DUK,0.018304,0.020277
8/31/17,DUK,0.036067,0.0016
9/29/17,DUK,-0.038717,0.023729
10/31/17,DUK,0.052312,0.019275
11/30/17,DUK,0.01993,0.027231
12/29/17,DUK,-0.056851,0.012122
1/31/18,DUK,-0.066698,0.050577
2/28/18,DUK,-0.028917,-0.039455
3/29/18,DUK,0.028272,-0.018421
4/30/18,DUK,0.034723,0.004679
5/31/18,DUK,-0.026322,0.026146
6/29/18,DUK,0.024883,0.005359
7/31/18,DUK,0.032119,0.031573
8/31/18,DUK,0.006708,0.030233
9/28/18,DUK,-0.015017,0.000425
10/31/18,DUK,0.032617,-0.074045
11/30/18,DUK,0.083111,0.018512
12/31/18,DUK,-0.025629,-0.08989
1/31/19,DUK,0.017149,0.088294
2/28/19,DUK,0.031983,0.032724
3/29/19,DUK,0.003792,0.012962
4/30/19,DUK,0.012444,0.037893
5/31/19,DUK,-0.050291,-0.061679
6/28/19,DUK,0.030721,0.067279
7/31/19,DUK,-0.017226,0.011854
8/30/19,DUK,0.080316,-0.020339
9/30/19,DUK,0.033642,0.016033
10/31/19,DUK,-0.016691,0.019257
11/29/19,DUK,-0.054583,0.034999
12/31/19,DUK,0.034479,0.028489
1/31/20,DUK,0.070387,-0.001728
1/30/09,APD,0.000597,-0.077471
2/27/09,APD,-0.080517,-0.100166
3/31/09,APD,0.225946,0.086803
4/30/09,APD,0.171556,0.109466
5/29/09,APD,-0.016995,0.067787
6/30/09,APD,0.004014,-0.003019
7/31/09,APD,0.154978,0.081779
8/31/09,APD,0.005764,0.03151
9/30/09,APD,0.039984,0.045281
10/30/09,APD,-0.005801,-0.028072
11/30/09,APD,0.075198,0.057075
12/31/09,APD,-0.017123,0.028475
1/29/10,APD,-0.062916,-0.037172
2/26/10,APD,-0.097156,0.034744
3/31/10,APD,0.085448,0.063668
4/30/10,APD,0.038269,0.020036
5/28/10,APD,-0.100547,-0.07924
6/30/10,APD,-0.054445,-0.05078
7/30/10,APD,0.119889,0.07036
8/31/10,APD,0.019978,-0.042863
9/30/10,APD,0.125355,0.091628
10/29/10,APD,0.02596,0.038591
11/30/10,APD,0.014711,0.005117
12/31/10,APD,0.060543,0.067182
1/31/11,APD,-0.040682,0.019183
2/28/11,APD,0.054441,0.038156
3/31/11,APD,-0.013478,0.003341
4/29/11,APD,0.059215,0.028597
5/31/11,APD,-0.004502,-0.014948
6/30/11,APD,0.011253,-0.018447
7/29/11,APD,-0.071668,-0.022534
8/31/11,APD,-0.077313,-0.057564
9/30/11,APD,-0.060095,-0.084983
10/31/11,APD,0.12793,0.114146
11/30/11,APD,-0.027746,-0.00627
12/30/11,APD,0.024119,0.003676
1/31/12,APD,0.033337,0.054106
2/29/12,APD,0.025105,0.041225
3/30/12,APD,0.024379,0.02402
4/30/12,APD,-0.068736,-0.006829
5/31/12,APD,-0.075447,-0.06559
6/29/12,APD,0.029479,0.038151
7/31/12,APD,-0.003716,0.010307
8/31/12,APD,0.026731,0.026317
9/28/12,APD,0.009203,0.026513
10/31/12,APD,-0.062515,-0.014055
11/30/12,APD,0.069779,0.006217
12/31/12,APD,0.020738,0.012569
1/31/13,APD,0.040586,0.054142
2/28/13,APD,-0.012467,0.008282
3/28/13,APD,0.017257,0.035295
4/30/13,APD,-0.001837,0.014939
5/31/13,APD,0.085672,0.019128
6/28/13,APD,-0.022561,-0.015072
7/31/13,APD,0.186415,0.052658
8/30/13,APD,-0.059831,-0.02575
9/30/13,APD,0.050323,0.037497
10/31/13,APD,0.022896,0.039889
11/29/13,APD,-0.001651,0.024956
12/31/13,APD,0.03363,0.02614
1/31/14,APD,-0.059402,-0.03002
2/28/14,APD,0.15389,0.046198
3/31/14,APD,-0.012446,0.00454
4/30/14,APD,-0.012769,0.001573
5/30/14,APD,0.020848,0.020254
6/30/14,APD,0.07852,0.027973
7/31/14,APD,0.02589,-0.020555
8/29/14,APD,0.009549,0.040205
9/30/14,APD,-0.016966,-0.025196
10/31/14,APD,0.034414,0.021164
11/28/14,APD,0.068097,0.021104
12/31/14,APD,0.008135,-0.003659
1/30/15,APD,0.009568,-0.027163
2/27/15,APD,0.072316,0.055915
3/31/15,APD,-0.025938,-0.010397
4/30/15,APD,-0.051891,0.008766
5/29/15,APD,0.023217,0.010277
6/30/15,APD,-0.062142,-0.019231
7/31/15,APD,0.041511,0.012108
8/31/15,APD,-0.020911,-0.059926
9/30/15,APD,-0.079839,-0.033756
10/30/15,APD,0.089356,0.073937
11/30/15,APD,-0.015038,0.002404
12/31/15,APD,-0.043612,-0.022209
1/29/16,APD,-0.026132,-0.057085
2/29/16,APD,0.045458,0.00062
3/31/16,APD,0.093908,0.070491
4/29/16,APD,0.012773,0.011718
5/31/16,APD,-0.022277,0.01434
6/30/16,APD,0.001823,0.002947
7/29/16,APD,0.051957,0.038815
8/31/16,APD,0.041494,0.0028
9/30/16,APD,-0.028403,0.003013
10/31/16,APD,-0.017869,-0.021544
11/30/16,APD,0.082746,0.040488
12/30/16,APD,0.001523,0.018763
1/31/17,APD,-0.02823,0.022153
2/28/17,APD,0.00508,0.032598
3/31/17,APD,-0.030113,0.002062
4/28/17,APD,0.03851,0.009655
5/31/17,APD,0.025338,0.009335
6/30/17,APD,-0.000347,0.009571
7/31/17,APD,-0.006361,0.020277
8/31/17,APD,0.022652,0.0016
9/29/17,APD,0.040242,0.023729
10/31/17,APD,0.060574,0.019275
11/30/17,APD,0.022643,0.027231
12/29/17,APD,0.012206,0.012122
1/31/18,APD,0.026146,0.050577
2/28/18,APD,-0.04502,-0.039455
3/29/18,APD,-0.004105,-0.018421
4/30/18,APD,0.020499,0.004679
5/31/18,APD,-0.005422,0.026146
6/29/18,APD,-0.028375,0.005359
7/31/18,APD,0.054196,0.031573
8/31/18,APD,0.012913,0.030233
9/28/18,APD,0.011185,0.000425
10/31/18,APD,-0.076025,-0.074045
11/30/18,APD,0.042242,0.018512
12/31/18,APD,0.001741,-0.08989
1/31/19,APD,0.027117,0.088294
2/28/19,APD,0.102135,0.032724
3/29/19,APD,0.060382,0.012962
4/30/19,APD,0.07766,0.037893
5/31/19,APD,-0.01069,-0.061679
6/28/19,APD,0.117589,0.067279
7/31/19,APD,0.008393,0.011854
8/30/19,APD,-0.010295,-0.020339
9/30/19,APD,-0.012836,0.016033
10/31/19,APD,-0.038763,0.019257
11/29/19,APD,0.108178,0.034999
12/31/19,APD,-0.000762,0.028489
1/31/20,APD,0.01583,-0.001728
1/30/09,MCD,-0.067053,-0.077471
2/27/09,MCD,-0.090831,-0.100166
3/31/09,MCD,0.044402,0.086803
4/30/09,MCD,-0.023456,0.109466
5/29/09,MCD,0.106962,0.067787
6/30/09,MCD,-0.016952,-0.003019
7/31/09,MCD,-0.042268,0.081779
8/31/09,MCD,0.030512,0.03151
9/30/09,MCD,0.014758,0.045281
10/30/09,MCD,0.026984,-0.028072
11/30/09,MCD,0.088551,0.057075
12/31/09,MCD,-0.012806,0.028475
1/29/10,MCD,-0.00016,-0.037172
2/26/10,MCD,0.031555,0.034744
3/31/10,MCD,0.044949,0.063668
4/30/10,MCD,0.058004,0.020036
5/28/10,MCD,-0.044907,-0.07924
6/30/10,MCD,-0.014954,-0.05078
7/30/10,MCD,0.0586,0.07036
8/31/10,MCD,0.055643,-0.042863
9/30/10,MCD,0.019847,0.091628
10/29/10,MCD,0.043752,0.038591
11/30/10,MCD,0.014659,0.005117
12/31/10,MCD,-0.019668,0.067182
1/31/11,MCD,-0.040255,0.019183
2/28/11,MCD,0.035564,0.038156
3/31/11,MCD,0.005417,0.003341
4/29/11,MCD,0.029176,0.028597
5/31/11,MCD,0.049036,-0.014948
6/30/11,MCD,0.034094,-0.018447
7/29/11,MCD,0.025617,-0.022534
8/31/11,MCD,0.052498,-0.057564
9/30/11,MCD,-0.028647,-0.084983
10/31/11,MCD,0.057276,0.114146
11/30/11,MCD,0.036295,-0.00627
12/30/11,MCD,0.050356,0.003676
1/31/12,MCD,-0.012758,0.054106
2/29/12,MCD,0.009389,0.041225
3/30/12,MCD,-0.011886,0.02402
4/30/12,MCD,-0.006626,-0.006829
5/31/12,MCD,-0.076039,-0.06559
6/29/12,MCD,-0.009066,0.038151
7/31/12,MCD,0.009375,0.010307
8/31/12,MCD,0.009288,0.026317
9/28/12,MCD,0.025254,0.026513
10/31/12,MCD,-0.053951,-0.014055
11/30/12,MCD,0.011636,0.006217
12/31/12,MCD,0.013442,0.012569
1/31/13,MCD,0.080263,0.054142
2/28/13,MCD,0.014482,0.008282
3/28/13,MCD,0.03952,0.035295
4/30/13,MCD,0.024576,0.014939
5/31/13,MCD,-0.046994,0.019128
6/28/13,MCD,0.025163,-0.015072
7/31/13,MCD,-0.009293,0.052658
8/30/13,MCD,-0.030078,-0.02575
9/30/13,MCD,0.019606,0.037497
10/31/13,MCD,0.003222,0.039889
11/29/13,MCD,0.017199,0.024956
12/31/13,MCD,-0.003492,0.02614
1/31/14,MCD,-0.029475,-0.03002
2/28/14,MCD,0.019008,0.046198
3/31/14,MCD,0.030268,0.00454
4/30/14,MCD,0.034173,0.001573
5/30/14,MCD,0.008483,0.020254
6/30/14,MCD,-0.006803,0.027973
7/31/14,MCD,-0.061346,-0.020555
8/29/14,MCD,-0.000317,0.040205
9/30/14,MCD,0.01163,-0.025196
10/31/14,MCD,-0.011391,0.021164
11/28/14,MCD,0.041929,0.021104
12/31/14,MCD,-0.032125,-0.003659
1/30/15,MCD,-0.013447,-0.027163
2/27/15,MCD,0.079078,0.055915
3/31/15,MCD,-0.014762,-0.010397
4/30/15,MCD,-0.009134,0.008766
5/29/15,MCD,0.002382,0.010277
6/30/15,MCD,-0.008965,-0.019231
7/31/15,MCD,0.050384,0.012108
8/31/15,MCD,-0.039956,-0.059926
9/30/15,MCD,0.03694,-0.033756
10/30/15,MCD,0.139247,0.073937
11/30/15,MCD,0.024944,0.002404
12/31/15,MCD,0.034863,-0.022209
1/29/16,MCD,0.04774,-0.057085
2/29/16,MCD,-0.046049,0.00062
3/31/16,MCD,0.072446,0.070491
4/29/16,MCD,0.006445,0.011718
5/31/16,MCD,-0.035023,0.01434
6/30/16,MCD,-0.0068,0.002947
7/29/16,MCD,-0.022353,0.038815
8/31/16,MCD,-0.00935,0.0028
9/30/16,MCD,-0.002594,0.003013
10/31/16,MCD,-0.024185,-0.021544
11/30/16,MCD,0.067869,0.040488
12/30/16,MCD,0.020542,0.018763
1/31/17,MCD,0.006983,0.022153
2/28/17,MCD,0.049115,0.032598
3/31/17,MCD,0.015354,0.002062
4/28/17,MCD,0.079623,0.009655
5/31/17,MCD,0.078325,0.009335
6/30/17,MCD,0.021274,0.009571
7/31/17,MCD,0.012928,0.020277
8/31/17,MCD,0.037192,0.0016
9/29/17,MCD,-0.020566,0.023729
10/31/17,MCD,0.065292,0.019275
11/30/17,MCD,0.036367,0.027231
12/29/17,MCD,0.000872,0.012122
1/31/18,MCD,-0.005694,0.050577
2/28/18,MCD,-0.072397,-0.039455
3/29/18,MCD,-0.008622,-0.018421
4/30/18,MCD,0.070725,0.004679
5/31/18,MCD,-0.044374,0.026146
6/29/18,MCD,-0.014437,0.005359
7/31/18,MCD,0.005425,0.031573
8/31/18,MCD,0.036181,0.030233
9/28/18,MCD,0.03119,0.000425
10/31/18,MCD,0.057445,-0.074045
11/30/18,MCD,0.072188,0.018512
12/31/18,MCD,-0.058034,-0.08989
1/31/19,MCD,0.006814,0.088294
2/28/19,MCD,0.034791,0.032724
3/29/19,MCD,0.032963,0.012962
4/30/19,MCD,0.04039,0.037893
5/31/19,MCD,0.009414,-0.061679
6/28/19,MCD,0.04736,0.067279
7/31/19,MCD,0.014736,0.011854
8/30/19,MCD,0.039911,-0.020339
9/30/19,MCD,-0.014956,0.016033
10/31/19,MCD,-0.083881,0.019257
11/29/19,MCD,-0.004931,0.034999
12/31/19,MCD,0.016094,0.028489
1/31/20,MCD,0.082789,-0.001728
1/30/09,VZ,-0.10531,-0.077471
2/27/09,VZ,-0.044861,-0.100166
3/31/09,VZ,0.058535,0.086803
4/30/09,VZ,0.019868,0.109466
5/29/09,VZ,-0.035597,0.067787
6/30/09,VZ,0.050239,-0.003019
7/31/09,VZ,0.058575,0.081779
8/31/09,VZ,-0.032117,0.03151
9/30/09,VZ,-0.024807,0.045281
10/30/09,VZ,-0.006772,-0.028072
11/30/09,VZ,0.063197,0.057075
12/31/09,VZ,0.053083,0.028475
1/29/10,VZ,-0.097646,-0.037172
2/26/10,VZ,-0.016655,0.034744
3/31/10,VZ,0.072243,0.063668
4/30/10,VZ,-0.05303,0.020036
5/28/10,VZ,-0.047751,-0.07924
6/30/10,VZ,0.018169,-0.05078
7/30/10,VZ,0.123434,0.07036
8/31/10,VZ,0.016173,-0.042863
9/30/10,VZ,0.103623,0.091628
10/29/10,VZ,0.011583,0.038591
11/30/10,VZ,-0.01447,0.005117
12/31/10,VZ,0.117776,0.067182
1/31/11,VZ,0.009153,0.019183
2/28/11,VZ,0.036496,0.038156
3/31/11,VZ,0.043879,0.003341
4/29/11,VZ,-0.007071,0.028597
5/31/11,VZ,-0.022499,-0.014948
6/30/11,VZ,0.008123,-0.018447
7/29/11,VZ,-0.039014,-0.022534
8/31/11,VZ,0.024795,-0.057564
9/30/11,VZ,0.017558,-0.084983
10/31/11,VZ,0.018478,0.114146
11/30/11,VZ,0.020281,-0.00627
12/30/11,VZ,0.063345,0.003676
1/31/12,VZ,-0.048853,0.054106
2/29/12,VZ,0.011949,0.041225
3/30/12,VZ,0.003149,0.02402
4/30/12,VZ,0.069317,-0.006829
5/31/12,VZ,0.031204,-0.06559
6/29/12,VZ,0.067243,0.038151
7/31/12,VZ,0.027003,0.010307
8/31/12,VZ,-0.048737,0.026317
9/28/12,VZ,0.061248,0.026513
10/31/12,VZ,-0.009107,-0.014055
11/30/12,VZ,-0.011649,0.006217
12/31/12,VZ,-0.019266,0.012569
1/31/13,VZ,0.01976,0.054142
2/28/13,VZ,0.066957,0.008282
3/28/13,VZ,0.056308,0.035295
4/30/13,VZ,0.107324,0.014939
5/31/13,VZ,-0.100723,0.019128
6/28/13,VZ,0.038366,-0.015072
7/31/13,VZ,-0.006853,0.052658
8/30/13,VZ,-0.042441,-0.02575
9/30/13,VZ,-0.01488,0.037497
10/31/13,VZ,0.093519,0.039889
11/29/13,VZ,-0.01762,0.024956
12/31/13,VZ,-0.009674,0.02614
1/31/14,VZ,-0.012006,-0.03002
2/28/14,VZ,-0.009163,0.046198
3/31/14,VZ,-0.00021,0.00454
4/30/14,VZ,-0.006517,0.001573
5/30/14,VZ,0.06912,0.020254
6/30/14,VZ,-0.020616,0.027973
7/31/14,VZ,0.041283,-0.020555
8/29/14,VZ,-0.0119,0.040205
9/30/14,VZ,0.003412,-0.025196
10/31/14,VZ,0.016203,0.021164
11/28/14,VZ,0.006766,0.021104
12/31/14,VZ,-0.075311,-0.003659
1/30/15,VZ,-0.011116,-0.027163
2/27/15,VZ,0.08182,0.055915
3/31/15,VZ,-0.016582,-0.010397
4/30/15,VZ,0.04853,0.008766
5/29/15,VZ,-0.019826,0.010277
6/30/15,VZ,-0.057241,-0.019231
7/31/15,VZ,0.015662,0.012108
8/31/15,VZ,-0.01667,-0.059926
9/30/15,VZ,-0.054336,-0.033756
10/30/15,VZ,0.090439,0.073937
11/30/15,VZ,-0.030503,0.002404
12/31/15,VZ,0.016942,-0.022209
1/29/16,VZ,0.093358,-0.057085
2/29/16,VZ,0.015209,0.00062
3/31/16,VZ,0.066036,0.070491
4/29/16,VZ,-0.047615,0.011718
5/31/16,VZ,-0.000785,0.01434
6/30/16,VZ,0.097053,0.002947
7/29/16,VZ,0.002418,0.038815
8/31/16,VZ,-0.055586,0.0028
9/30/16,VZ,-0.006688,0.003013
10/31/16,VZ,-0.063534,-0.021544
11/30/16,VZ,0.037422,0.040488
12/30/16,VZ,0.069739,0.018763
1/31/17,VZ,-0.071047,0.022153
2/28/17,VZ,0.012651,0.032598
3/31/17,VZ,-0.017731,0.002062
4/28/17,VZ,-0.04641,0.009655
5/31/17,VZ,0.015901,0.009335
6/30/17,VZ,-0.042453,0.009571
7/31/17,VZ,0.096675,0.020277
8/31/17,VZ,-0.008884,0.0016
9/29/17,VZ,0.031686,0.023729
10/31/17,VZ,-0.020812,0.019275
11/30/17,VZ,0.063088,0.027231
12/29/17,VZ,0.040086,0.012122
1/31/18,VZ,0.032685,0.050577
2/28/18,VZ,-0.11707,-0.039455
3/29/18,VZ,0.001676,-0.018421
4/30/18,VZ,0.044333,0.004679
5/31/18,VZ,-0.034043,0.026146
6/29/18,VZ,0.055381,0.005359
7/31/18,VZ,0.038163,0.031573
8/31/18,VZ,0.052866,0.030233
9/28/18,VZ,-0.018025,0.000425
10/31/18,VZ,0.080586,-0.074045
11/30/18,VZ,0.056227,0.018512
12/31/18,VZ,-0.067662,-0.08989
1/31/19,VZ,-0.009916,0.088294
2/28/19,VZ,0.033781,0.032724
3/29/19,VZ,0.038826,0.012962
4/30/19,VZ,-0.02262,0.037893
5/31/19,VZ,-0.049659,-0.061679
6/28/19,VZ,0.05115,0.067279
7/31/19,VZ,-0.022011,0.011854
8/30/19,VZ,0.052289,-0.020339
9/30/19,VZ,0.037827,0.016033
10/31/19,VZ,0.012011,0.019257
11/29/19,VZ,-0.003804,0.034999
12/31/19,VZ,0.019256,0.028489
1/31/20,VZ,-0.021906,-0.001728
1/30/09,BRK,-0.070006,-0.077471
2/27/09,BRK,-0.142188,-0.100166
3/31/09,BRK,0.099844,0.086803
4/30/09,BRK,0.086879,0.109466
5/29/09,BRK,-0.030343,0.067787
6/30/09,BRK,-0.025663,-0.003019
7/31/09,BRK,0.098341,0.081779
8/31/09,BRK,0.033171,0.03151
9/30/09,BRK,0.01126,0.045281
10/30/09,BRK,-0.012037,-0.028072
11/30/09,BRK,0.021322,0.057075
12/31/09,BRK,-0.019982,0.028475
1/29/10,BRK,0.162964,-0.037172
2/26/10,BRK,0.04841,0.034744
