DATE,TICKER,actual_return,predicted_return,catboost_error
2019-01-02,APD,0.001741,0.02733344295193359,-0.02559244295193359
2019-01-03,APD,0.001741,0.02555132341363726,-0.02381032341363726
2019-01-04,APD,0.001741,0.019158185477635786,-0.017417185477635787
2019-01-07,APD,0.001741,0.017734999055702888,-0.01599399905570289
2019-01-08,APD,0.001741,0.021800379099885844,-0.020059379099885845
2019-01-09,APD,0.001741,0.021597776590319504,-0.019856776590319505
2019-01-10,APD,0.001741,0.021566471565626306,-0.019825471565626307
2019-01-11,APD,0.001741,0.026983798395953513,-0.025242798395953513
2019-01-14,APD,0.001741,0.02550315717267423,-0.02376215717267423
2019-01-15,APD,0.001741,0.021761300763277158,-0.020020300763277158
2019-01-16,APD,0.001741,0.02660412761765191,-0.02486312761765191
2019-01-17,APD,0.001741,0.025480955080398868,-0.023739955080398868
2019-01-18,APD,0.001741,0.02742538459005979,-0.02568438459005979
2019-01-22,APD,0.001741,0.022985576877516293,-0.021244576877516293
2019-01-23,APD,0.001741,0.023192516679376496,-0.021451516679376496
2019-01-24,APD,0.001741,0.021439658641434052,-0.019698658641434053
2019-01-25,APD,0.001741,0.027524397138802136,-0.025783397138802136
2019-01-28,APD,0.001741,0.01700237152495339,-0.015261371524953389
2019-01-29,APD,0.001741,0.02244207278294258,-0.02070107278294258
2019-01-30,APD,0.001741,0.02448597612849571,-0.02274497612849571
2019-01-31,APD,0.001741,0.07924651922365432,-0.07750551922365431
2019-02-01,APD,0.027117,0.07829592876412785,-0.05117892876412784
2019-02-04,APD,0.027117,0.0786502000278727,-0.05153320002787269
2019-02-05,APD,0.027117,0.07882269935741315,-0.05170569935741315
2019-02-06,APD,0.027117,0.07634067338225997,-0.04922367338225997
2019-02-07,APD,0.027117,0.07754202088724207,-0.05042502088724207
2019-02-08,APD,0.027117,0.06711653951474698,-0.03999953951474698
2019-02-11,APD,0.027117,0.07912346822025149,-0.052006468220251484
2019-02-12,APD,0.027117,0.07736062504033325,-0.05024362504033325
2019-02-13,APD,0.027117,0.07123963595600588,-0.04412263595600588
2019-02-14,APD,0.027117,0.07613690037738213,-0.04901990037738213
2019-02-15,APD,0.027117,0.07587134956423738,-0.04875434956423738
2019-02-19,APD,0.027117,0.07715841218983452,-0.05004141218983452
2019-02-20,APD,0.027117,0.07650186026001957,-0.049384860260019564
2019-02-21,APD,0.027117,0.07715841218983452,-0.05004141218983452
2019-02-22,APD,0.027117,0.07650186026001957,-0.049384860260019564
2019-02-25,APD,0.027117,0.07584455706592241,-0.04872755706592241
2019-02-26,APD,0.027117,0.07650186026001957,-0.049384860260019564
2019-02-27,APD,0.027117,0.07612705149726132,-0.049010051497261314
2019-02-28,APD,0.027117,0.019017766585922392,0.008099233414077606
2019-03-01,APD,0.102135,0.01911226027880814,0.08302273972119187
2019-03-04,APD,0.102135,0.019132780434385578,0.08300221956561443
2019-03-05,APD,0.102135,0.019772471115047173,0.08236252888495282
2019-03-06,APD,0.102135,0.018721890295563204,0.0834131097044368
2019-03-07,APD,0.102135,0.02045260358159832,0.08168239641840168
2019-03-08,APD,0.102135,0.019096580557357627,0.08303841944264237
2019-03-11,APD,0.102135,0.020911997690783838,0.08122300230921617
2019-03-12,APD,0.102135,0.020555389878358227,0.08157961012164178
2019-03-13,APD,0.102135,0.01902418156355383,0.08311081843644617
2019-03-14,APD,0.102135,0.02045260358159832,0.08168239641840168
2019-03-15,APD,0.102135,0.01902418156355383,0.08311081843644617
2019-03-18,APD,0.102135,0.019108988590477115,0.08302601140952288
2019-03-19,APD,0.102135,0.01982179393488368,0.08231320606511633
2019-03-20,APD,0.102135,0.019099719662371412,0.0830352803376286
2019-03-21,APD,0.102135,0.019108988590477115,0.08302601140952288
2019-03-22,APD,0.102135,0.020555389878358227,0.08157961012164178
2019-03-25,APD,0.102135,0.019061749320076232,0.08307325067992377
2019-03-26,APD,0.102135,0.019108988590477115,0.08302601140952288
2019-03-27,APD,0.102135,0.0209564535839114,0.0811785464160886
2019-03-28,APD,0.102135,0.019625113073498415,0.08250988692650159
2019-03-29,APD,0.102135,0.013677219238484193,0.08845778076151581
2019-04-01,APD,0.060382,0.013858189279121854,0.04652381072087815
2019-04-02,APD,0.060382,0.02623617219449493,0.03414582780550507
2019-04-03,APD,0.060382,0.02546198478087932,0.03492001521912068
2019-04-04,APD,0.060382,0.026053676061138776,0.03432832393886122
2019-04-05,APD,0.060382,0.025540945379137876,0.03484105462086212
2019-04-08,APD,0.060382,0.02592376363546753,0.03445823636453247
2019-04-09,APD,0.060382,0.025509503889367912,0.03487249611063209
2019-04-10,APD,0.060382,0.025477643924906535,0.034904356075093464
2019-04-11,APD,0.060382,0.02565806291152455,0.034723937088475446
2019-04-12,APD,0.060382,0.026039491333109666,0.03434250866689033
2019-04-15,APD,0.060382,0.026315415541819487,0.03406658445818051
2019-04-16,APD,0.060382,0.025516857762292452,0.03486514223770755
2019-04-17,APD,0.060382,0.023864281204961812,0.036517718795038186
2019-04-18,APD,0.060382,0.02596526762775182,0.03441673237224818
2019-04-22,APD,0.060382,0.02630839915719563,0.034073600842804364
2019-04-23,APD,0.060382,0.025168916528883555,0.035213083471116444
2019-04-24,APD,0.060382,0.025540945379137876,0.03484105462086212
2019-04-25,APD,0.060382,0.026106018107756656,0.034275981892243346
