DATE,TICKER,actual_return,predicted_return,catboost_error
2019-01-02,BRK,-0.064425,-0.05590628853474594,-0.008518711465254056
2019-01-03,BRK,-0.064425,-0.06237674057432731,-0.0020482594256726883
2019-01-04,BRK,-0.064425,-0.04833613161832441,-0.016088868381675586
2019-01-07,BRK,-0.064425,-0.051404933909832286,-0.01302006609016771
2019-01-08,BRK,-0.064425,-0.053958957549482656,-0.01046604245051734
2019-01-09,BRK,-0.064425,-0.06004647761690593,-0.004378522383094066
2019-01-10,BRK,-0.064425,-0.052670080893428936,-0.01175491910657106
2019-01-11,BRK,-0.064425,-0.05314971918193337,-0.011275280818066627
2019-01-14,BRK,-0.064425,-0.06032046530391673,-0.004104534696083267
2019-01-15,BRK,-0.064425,-0.06129876303117418,-0.0031262369688258157
2019-01-16,BRK,-0.064425,-0.053958957549482656,-0.01046604245051734
2019-01-17,BRK,-0.064425,-0.05268043085089158,-0.011744569149108416
2019-01-18,BRK,-0.064425,-0.054264347868307736,-0.01016065213169226
2019-01-22,BRK,-0.064425,-0.053261026206561826,-0.01116397379343817
2019-01-23,BRK,-0.064425,-0.06055960158111014,-0.0038653984188898594
2019-01-24,BRK,-0.064425,-0.05380602947682943,-0.010618970523170568
2019-01-25,BRK,-0.064425,-0.05271198201674933,-0.011713017983250668
2019-01-28,BRK,-0.064425,-0.05578097529996111,-0.008644024700038888
2019-01-29,BRK,-0.064425,-0.06059149145618771,-0.0038335085438122862
2019-01-30,BRK,-0.064425,-0.05418667084907597,-0.010238329150924028
2019-01-31,BRK,-0.064425,0.032953529600481916,-0.0973785296004819
2019-01-31,BRK,0.017974,0.03224250008163044,-0.014268500081630438
2019-02-01,BRK,0.006661,0.03224250008163044,-0.02558150008163044
2019-02-04,BRK,0.006661,0.03232895716796335,-0.02566795716796335
2019-02-05,BRK,0.006661,0.030574518438175897,-0.023913518438175897
2019-02-06,BRK,0.006661,0.030435660500957955,-0.023774660500957955
2019-02-07,BRK,0.006661,0.031051916742384295,-0.024390916742384295
2019-02-08,BRK,0.006661,0.0313725644297566,-0.024711564429756597
2019-02-11,BRK,0.006661,0.031234332070036955,-0.024573332070036955
2019-02-12,BRK,0.006661,0.028725630926830257,-0.022064630926830257
2019-02-13,BRK,0.006661,0.03333399648769775,-0.026672996487697748
2019-02-14,BRK,0.006661,0.03053059701928987,-0.02386959701928987
2019-02-15,BRK,0.006661,0.030404930158787945,-0.023743930158787944
2019-02-19,BRK,0.006661,0.03333399648769775,-0.026672996487697748
2019-02-20,BRK,0.006661,0.030564408474353436,-0.023903408474353436
2019-02-21,BRK,0.006661,0.03256237290132226,-0.02590137290132226
