DATE,TICKER,actual_return,predicted_return,catboost_error
2019-01-02,VZ,-0.067662,-0.06295709394511625,-0.004704906054883745
2019-01-03,VZ,-0.067662,-0.06300561301953825,-0.004656386980461752
2019-01-04,VZ,-0.067662,-0.06300561301953825,-0.004656386980461752
2019-01-07,VZ,-0.067662,-0.06298587482963162,-0.004676125170368375
2019-01-08,VZ,-0.067662,-0.06568949029256592,-0.001972509707434081
2019-01-09,VZ,-0.067662,-0.06342307136651917,-0.004238928633480826
2019-01-10,VZ,-0.067662,-0.06313180780661691,-0.00453019219338309
2019-01-11,VZ,-0.067662,-0.06313180780661691,-0.00453019219338309
2019-01-14,VZ,-0.067662,-0.06294944397150153,-0.004712556028498474
2019-01-15,VZ,-0.067662,-0.06294944397150153,-0.004712556028498474
2019-01-16,VZ,-0.067662,-0.06342307136651917,-0.004238928633480826
2019-01-17,VZ,-0.067662,-0.06275499192009425,-0.004907008079905753
2019-01-18,VZ,-0.067662,-0.06298587482963162,-0.004676125170368375
2019-01-22,VZ,-0.067662,-0.06275499192009425,-0.004907008079905753
2019-01-23,VZ,-0.067662,-0.06498654867157715,-0.0026754513284228537
2019-01-24,VZ,-0.067662,-0.06342307136651917,-0.004238928633480826
2019-01-25,VZ,-0.067662,-0.06362517339154118,-0.004036826608458818
2019-01-28,VZ,-0.067662,-0.0640455155556909,-0.0036164844443091065
2019-01-29,VZ,-0.067662,-0.08956275363099857,0.021900753630998568
2019-01-30,VZ,-0.067662,-0.08541167036975598,0.017749670369755985
2019-01-31,VZ,-0.009916,0.08730220789808867,-0.09721820789808866
2019-02-01,VZ,-0.009916,0.08724934362670868,-0.09716534362670867
2019-02-04,VZ,-0.009916,0.09038387341176485,-0.10029987341176484
2019-02-05,VZ,-0.009916,0.08733150085485451,-0.09724750085485451
2019-02-06,VZ,-0.009916,0.09026798738378455,-0.10018398738378455
2019-02-07,VZ,-0.009916,0.09026798738378455,-0.10018398738378455
2019-02-08,VZ,-0.009916,0.09037871841187434,-0.10029471841187433
2019-02-11,VZ,-0.009916,0.09046603063991063,-0.10038203063991062
2019-02-12,VZ,-0.009916,0.08724418862681822,-0.09716018862681822
2019-02-13,VZ,-0.009916,0.08733150085485451,-0.09724750085485451
2019-02-14,VZ,-0.009916,0.09038387341176485,-0.10029987341176484
2019-02-15,VZ,-0.009916,0.08730220789808867,-0.09721820789808866
2019-02-19,VZ,-0.009916,0.08675632319827778,-0.09667232319827777
2019-02-20,VZ,-0.009916,0.08666947530975586,-0.09658547530975585
2019-02-21,VZ,-0.009916,0.08666947530975586,-0.09658547530975585
2019-02-22,VZ,-0.009916,0.08655748068194853,-0.09647348068194853
2019-02-25,VZ,-0.009916,0.08661626911354484,-0.09653226911354483
2019-02-26,VZ,-0.009916,0.08661626911354484,-0.09653226911354483
2019-02-27,VZ,-0.009916,0.08681431236967091,-0.0967303123696709
2019-02-28,VZ,0.033781,0.019372722797140356,0.014408277202859643
2019-03-01,VZ,0.033781,0.019372722797140356,0.014408277202859643
2019-03-04,VZ,0.033781,0.019662069322504257,0.014118930677495742
2019-03-05,VZ,0.033781,0.019363717039683585,0.014417282960316413
2019-03-06,VZ,0.033781,0.019363717039683585,0.014417282960316413
