DATE,TICKER,actual_return,predicted_return,catboost_error,expected_return_capm,capm_error,expected_return_mkt,mkt_error
2019-02-13,VZ,-0.009916,0.0889610334183289,-0.0988770334183289,0.0409752707176049,-0.0508912707176049,0.0433658541479527,-0.0532818541479527
2019-02-14,VZ,-0.009916,0.0901188372222359,-0.1000348372222359,0.0409752707176049,-0.0508912707176049,0.0433658541479527,-0.0532818541479527
2019-02-15,VZ,-0.009916,0.090606653540569,-0.100522653540569,0.0409752707176049,-0.0508912707176049,0.0433658541479527,-0.0532818541479527
2019-02-19,VZ,-0.009916,0.0905418786832764,-0.1004578786832764,0.0409752707176049,-0.0508912707176049,0.0433658541479527,-0.0532818541479527
2019-02-20,VZ,-0.009916,0.090871758395079,-0.100787758395079,0.0409752707176049,-0.0508912707176049,0.0433658541479527,-0.0532818541479527
2019-02-21,VZ,-0.009916,0.0946935369718987,-0.1046095369718987,0.0409752707176049,-0.0508912707176049,0.0433658541479527,-0.0532818541479527
2019-02-22,VZ,-0.009916,0.0946935369718987,-0.1046095369718987,0.0409752707176049,-0.0508912707176049,0.0433658541479527,-0.0532818541479527
2019-02-25,VZ,-0.009916,0.1025888493735035,-0.1125048493735035,0.0409752707176049,-0.0508912707176049,0.0433658541479527,-0.0532818541479527
2019-02-26,VZ,-0.009916,0.1025964467388965,-0.1125124467388965,0.0409752707176049,-0.0508912707176049,0.0433658541479527,-0.0532818541479527
2019-02-27,VZ,-0.009916,0.1025964467388965,-0.1125124467388965,0.0409752707176049,-0.0508912707176049,0.0433658541479527,-0.0532818541479527
2019-03-01,VZ,0.033781,0.023956135248126,0.0098248647518739,0.0151864765325266,0.0185945234674733,0.0198934335526162,0.0138875664473837
2019-03-04,VZ,0.033781,0.02417559321568,0.0096054067843199,0.0151864765325266,0.0185945234674733,0.0198934335526162,0.0138875664473837
2019-03-05,VZ,0.033781,0.0245287128434395,0.0092522871565604,0.0151864765325266,0.0185945234674733,0.0198934335526162,0.0138875664473837
2019-03-06,VZ,0.033781,0.0240408965251064,0.0097401034748935,0.0151864765325266,0.0185945234674733,0.0198934335526162,0.0138875664473837
2019-03-07,VZ,0.033781,0.0245287128434395,0.0092522871565604,0.0151864765325266,0.0185945234674733,0.0198934335526162,0.0138875664473837
2019-03-08,VZ,0.033781,0.0228953586383142,0.0108856413616857,0.0151864765325266,0.0185945234674733,0.0198934335526162,0.0138875664473837
2019-03-11,VZ,0.033781,0.023956135248126,0.0098248647518739,0.0151864765325266,0.0185945234674733,0.0198934335526162,0.0138875664473837
2019-03-12,VZ,0.033781,0.0220925031643395,0.0116884968356604,0.0151864765325266,0.0185945234674733,0.0198934335526162,0.0138875664473837
2019-03-13,VZ,0.033781,0.0242757924953094,0.0095052075046905,0.0151864765325266,0.0185945234674733,0.0198934335526162,0.0138875664473837
2019-03-14,VZ,0.033781,0.0240563345277555,0.0097246654722444,0.0151864765325266,0.0185945234674733,0.0198934335526162,0.0138875664473837
2019-03-15,VZ,0.033781,0.0240563345277555,0.0097246654722444,0.0151864765325266,0.0185945234674733,0.0198934335526162,0.0138875664473837
2019-03-18,VZ,0.033781,0.0240563345277555,0.0097246654722444,0.0151864765325266,0.0185945234674733,0.0198934335526162,0.0138875664473837
2019-03-19,VZ,0.033781,0.0241800299991279,0.009600970000872,0.0151864765325266,0.0185945234674733,0.0198934335526162,0.0138875664473837
2019-03-20,VZ,0.033781,0.0247636088136425,0.0090173911863574,0.0151864765325266,0.0185945234674733,0.0198934335526162,0.0138875664473837
2019-03-21,VZ,0.033781,0.0240244872001432,0.0097565127998567,0.0151864765325266,0.0185945234674733,0.0198934335526162,0.0138875664473837
2019-03-22,VZ,0.033781,0.0227648803242301,0.0110161196757698,0.0151864765325266,0.0185945234674733,0.0198934335526162,0.0138875664473837
2019-03-25,VZ,0.033781,0.0206844538505398,0.0130965461494601,0.0151864765325266,0.0185945234674733,0.0198934335526162,0.0138875664473837
2019-03-26,VZ,0.033781,0.0226482852139557,0.0111327147860442,0.0151864765325266,0.0185945234674733,0.0198934335526162,0.0138875664473837
2019-03-27,VZ,0.033781,0.0226482852139557,0.0111327147860442,0.0151864765325266,0.0185945234674733,0.0198934335526162,0.0138875664473837
2019-03-28,VZ,0.033781,0.0226482852139557,0.0111327147860442,0.0151864765325266,0.0185945234674733,0.0198934335526162,0.0138875664473837
2019-04-01,VZ,0.038826,0.0176182695419288,0.0212077304580711,0.0060153743067659,0.032810625693234,0.0115460882978917,0.0272799117021082
2019-04-02,VZ,0.038826,0.0231716190241752,0.0156543809758247,0.0060153743067659,0.032810625693234,0.0115460882978917,0.0272799117021082
2019-04-03,VZ,0.038826,0.0245651731390031,0.0142608268609968,0.0060153743067659,0.032810625693234,0.0115460882978917,0.0272799117021082
2019-04-04,VZ,0.038826,0.0224934814284383,0.0163325185715616,0.0060153743067659,0.032810625693234,0.0115460882978917,0.0272799117021082
2019-04-05,VZ,0.038826,0.0228998297653547,0.0159261702346452,0.0060153743067659,0.032810625693234,0.0115460882978917,0.0272799117021082
2019-04-08,VZ,0.038826,0.0228998297653547,0.0159261702346452,0.0060153743067659,0.032810625693234,0.0115460882978917,0.0272799117021082
2019-04-09,VZ,0.038826,0.0231716190241752,0.0156543809758247,0.0060153743067659,0.032810625693234,0.0115460882978917,0.0272799117021082
2019-04-10,VZ,0.038826,0.0236214783876785,0.0152045216123214,0.0060153743067659,0.032810625693234,0.0115460882978917,0.0272799117021082
2019-04-11,VZ,0.038826,0.0229433407919416,0.0158826592080583,0.0060153743067659,0.032810625693234,0.0115460882978917,0.0272799117021082
2019-04-12,VZ,0.038826,0.0236214783876785,0.0152045216123214,0.0060153743067659,0.032810625693234,0.0115460882978917,0.0272799117021082
2019-04-15,VZ,0.038826,0.0225897921861163,0.0162362078138836,0.0060153743067659,0.032810625693234,0.0115460882978917,0.0272799117021082
2019-04-16,VZ,0.038826,0.0231716190241752,0.0156543809758247,0.0060153743067659,0.032810625693234,0.0115460882978917,0.0272799117021082
2019-04-17,VZ,0.038826,0.0231716190241752,0.0156543809758247,0.0060153743067659,0.032810625693234,0.0115460882978917,0.0272799117021082
2019-04-18,VZ,0.038826,0.0245651731390031,0.0142608268609968,0.0060153743067659,0.032810625693234,0.0115460882978917,0.0272799117021082
2019-04-22,VZ,0.038826,0.0229433407919416,0.0158826592080583,0.0060153743067659,0.032810625693234,0.0115460882978917,0.0272799117021082
2019-04-23,VZ,0.038826,0.0229433407919416,0.0158826592080583,0.0060153743067659,0.032810625693234,0.0115460882978917,0.0272799117021082
2019-04-24,VZ,0.038826,0.0225395456584231,0.0162864543415768,0.0060153743067659,0.032810625693234,0.0115460882978917,0.0272799117021082
2019-04-25,VZ,0.038826,0.0215958509070985,0.0172301490929014,0.0060153743067659,0.032810625693234,0.0115460882978917,0.0272799117021082
2019-04-26,VZ,0.038826,0.0222432811881429,0.0165827188118571,0.0060153743067659,0.032810625693234,0.0115460882978917,0.0272799117021082
2019-04-29,VZ,0.038826,0.0198512570520147,0.0189747429479852,0.0060153743067659,0.032810625693234,0.0115460882978917,0.0272799117021082
2019-05-01,VZ,-0.02262,0.0215423337469396,-0.0441623337469396,0.0175852938285976,-0.0402052938285976,0.0220767868377933,-0.0446967868377933
2019-05-02,VZ,-0.02262,0.0214284092002359,-0.0440484092002359,0.0175852938285976,-0.0402052938285976,0.0220767868377933,-0.0446967868377933
2019-05-03,VZ,-0.02262,0.02002622941056,-0.04264622941056,0.0175852938285976,-0.0402052938285976,0.0220767868377933,-0.0446967868377933
2019-05-06,VZ,-0.02262,0.0215423337469396,-0.0441623337469396,0.0175852938285976,-0.0402052938285976,0.0220767868377933,-0.0446967868377933
2019-05-07,VZ,-0.02262,0.0204386996832589,-0.0430586996832589,0.0175852938285976,-0.0402052938285976,0.0220767868377933,-0.0446967868377933
2019-05-08,VZ,-0.02262,0.0204386996832589,-0.0430586996832589,0.0175852938285976,-0.0402052938285976,0.0220767868377933,-0.0446967868377933
2019-05-09,VZ,-0.02262,0.0204386996832589,-0.0430586996832589,0.0175852938285976,-0.0402052938285976,0.0220767868377933,-0.0446967868377933
2019-05-10,VZ,-0.02262,0.0203044196621861,-0.0429244196621861,0.0175852938285976,-0.0402052938285976,0.0220767868377933,-0.0446967868377933
2019-05-13,VZ,-0.02262,0.02002622941056,-0.04264622941056,0.0175852938285976,-0.0402052938285976,0.0220767868377933,-0.0446967868377933
2019-05-14,VZ,-0.02262,0.0203989478360749,-0.0430189478360749,0.0175852938285976,-0.0402052938285976,0.0220767868377933,-0.0446967868377933
2019-05-15,VZ,-0.02262,0.0204386996832589,-0.0430586996832589,0.0175852938285976,-0.0402052938285976,0.0220767868377933,-0.0446967868377933
2019-05-16,VZ,-0.02262,0.02002622941056,-0.04264622941056,0.0175852938285976,-0.0402052938285976,0.0220767868377933,-0.0446967868377933
2019-05-17,VZ,-0.02262,0.0215423337469396,-0.0441623337469396,0.0175852938285976,-0.0402052938285976,0.0220767868377933,-0.0446967868377933
2019-05-20,VZ,-0.02262,0.020717616401309,-0.043337616401309,0.0175852938285976,-0.0402052938285976,0.0220767868377933,-0.0446967868377933
2019-05-21,VZ,-0.02262,0.0198088719129914,-0.0424288719129914,0.0175852938285976,-0.0402052938285976,0.0220767868377933,-0.0446967868377933
2019-05-22,VZ,-0.02262,0.0207408985151651,-0.0433608985151651,0.0175852938285976,-0.0402052938285976,0.0220767868377933,-0.0446967868377933
2019-05-23,VZ,-0.02262,0.0215049446561352,-0.0441249446561352,0.0175852938285976,-0.0402052938285976,0.0220767868377933,-0.0446967868377933
2019-05-24,VZ,-0.02262,0.0215049446561352,-0.0441249446561352,0.0175852938285976,-0.0402052938285976,0.0220767868377933,-0.0446967868377933
2019-05-28,VZ,-0.02262,0.0210924743834363,-0.0437124743834363,0.0175852938285976,-0.0402052938285976,0.0220767868377933,-0.0446967868377933
2019-05-29,VZ,-0.02262,0.0224946541731122,-0.0451146541731122,0.0175852938285976,-0.0402052938285976,0.0220767868377933,-0.0446967868377933
2019-05-30,VZ,-0.02262,0.0229445135366155,-0.0455645135366155,0.0175852938285976,-0.0402052938285976,0.0220767868377933,-0.0446967868377933
2019-06-03,VZ,-0.049659,0.0033521321094861,-0.0530111321094862,-0.0286238444581869,-0.021035155541813,-0.0199818034720652,-0.0296771965279347
2019-06-04,VZ,-0.049659,0.0101511181902662,-0.0598101181902662,-0.0286238444581869,-0.021035155541813,-0.0199818034720652,-0.0296771965279347
2019-06-05,VZ,-0.049659,0.0155090857471122,-0.0651680857471122,-0.0286238444581869,-0.021035155541813,-0.0199818034720652,-0.0296771965279347
2019-06-06,VZ,-0.049659,0.0137923582694039,-0.063451358269404,-0.0286238444581869,-0.021035155541813,-0.0199818034720652,-0.0296771965279347
2019-06-07,VZ,-0.049659,0.0171343779413256,-0.0667933779413257,-0.0286238444581869,-0.021035155541813,-0.0199818034720652,-0.0296771965279347
2019-06-10,VZ,-0.049659,0.0178707295451564,-0.0675297295451564,-0.0286238444581869,-0.021035155541813,-0.0199818034720652,-0.0296771965279347
2019-06-11,VZ,-0.049659,0.0146937257542779,-0.0643527257542779,-0.0286238444581869,-0.021035155541813,-0.0199818034720652,-0.0296771965279347
2019-06-12,VZ,-0.049659,0.0142456982136164,-0.0639046982136164,-0.0286238444581869,-0.021035155541813,-0.0199818034720652,-0.0296771965279347
2019-06-13,VZ,-0.049659,0.0171343779413256,-0.0667933779413257,-0.0286238444581869,-0.021035155541813,-0.0199818034720652,-0.0296771965279347
2019-06-14,VZ,-0.049659,0.0171343779413256,-0.0667933779413257,-0.0286238444581869,-0.021035155541813,-0.0199818034720652,-0.0296771965279347
2019-06-17,VZ,-0.049659,0.0163503560378557,-0.0660093560378558,-0.0286238444581869,-0.021035155541813,-0.0199818034720652,-0.0296771965279347
2019-06-18,VZ,-0.049659,0.0170156177051381,-0.0666746177051381,-0.0286238444581869,-0.021035155541813,-0.0199818034720652,-0.0296771965279347
2019-06-19,VZ,-0.049659,0.0178707295451564,-0.0675297295451564,-0.0286238444581869,-0.021035155541813,-0.0199818034720652,-0.0296771965279347
2019-06-20,VZ,-0.049659,0.0171343779413256,-0.0667933779413257,-0.0286238444581869,-0.021035155541813,-0.0199818034720652,-0.0296771965279347
2019-06-21,VZ,-0.049659,0.0178707295451564,-0.0675297295451564,-0.0286238444581869,-0.021035155541813,-0.0199818034720652,-0.0296771965279347
2019-06-24,VZ,-0.049659,0.0171343779413256,-0.0667933779413257,-0.0286238444581869,-0.021035155541813,-0.0199818034720652,-0.0296771965279347
2019-06-25,VZ,-0.049659,0.0171343779413256,-0.0667933779413257,-0.0286238444581869,-0.021035155541813,-0.0199818034720652,-0.0296771965279347
2019-06-26,VZ,-0.049659,0.0178707295451564,-0.0675297295451564,-0.0286238444581869,-0.021035155541813,-0.0199818034720652,-0.0296771965279347
2019-06-27,VZ,-0.049659,0.0149899902245581,-0.0646489902245581,-0.0286238444581869,-0.021035155541813,-0.0199818034720652,-0.0296771965279347
2019-07-01,VZ,0.05115,0.0463098966083439,0.004840103391656,0.031222679215006,0.0199273207849939,0.0344892495265563,0.0166607504734436
2019-07-02,VZ,0.05115,0.0649437094600229,-0.0137937094600229,0.031222679215006,0.0199273207849939,0.0344892495265563,0.0166607504734436
2019-07-03,VZ,0.05115,0.0631667593787171,-0.0120167593787171,0.031222679215006,0.0199273207849939,0.0344892495265563,0.0166607504734436
2019-07-05,VZ,0.05115,0.0657303671885386,-0.0145803671885386,0.031222679215006,0.0199273207849939,0.0344892495265563,0.0166607504734436
2019-07-08,VZ,0.05115,0.0653183502621062,-0.0141683502621062,0.031222679215006,0.0199273207849939,0.0344892495265563,0.0166607504734436
2019-07-09,VZ,0.05115,0.0661412223524213,-0.0149912223524213,0.031222679215006,0.0199273207849939,0.0344892495265563,0.0166607504734436
2019-07-10,VZ,0.05115,0.0649437094600229,-0.0137937094600229,0.031222679215006,0.0199273207849939,0.0344892495265563,0.0166607504734436
2019-07-11,VZ,0.05115,0.06415268469732,-0.01300268469732,0.031222679215006,0.0199273207849939,0.0344892495265563,0.0166607504734436
2019-07-12,VZ,0.05115,0.0645328542961402,-0.0133828542961402,0.031222679215006,0.0199273207849939,0.0344892495265563,0.0166607504734436
2019-07-15,VZ,0.05115,0.0653501975897184,-0.0142001975897184,0.031222679215006,0.0199273207849939,0.0344892495265563,0.0166607504734436
2019-07-16,VZ,0.05115,0.0653501975897184,-0.0142001975897184,0.031222679215006,0.0199273207849939,0.0344892495265563,0.0166607504734436
2019-07-17,VZ,0.05115,0.0657303671885386,-0.0145803671885386,0.031222679215006,0.0199273207849939,0.0344892495265563,0.0166607504734436
2019-07-18,VZ,0.05115,0.0657503039710244,-0.0146003039710244,0.031222679215006,0.0199273207849939,0.0344892495265563,0.0166607504734436
2019-07-19,VZ,0.05115,0.0657303671885386,-0.0145803671885386,0.031222679215006,0.0199273207849939,0.0344892495265563,0.0166607504734436
2019-07-22,VZ,0.05115,0.0649437094600229,-0.0137937094600229,0.031222679215006,0.0199273207849939,0.0344892495265563,0.0166607504734436
2019-07-23,VZ,0.05115,0.0653526802269171,-0.0142026802269171,0.031222679215006,0.0199273207849939,0.0344892495265563,0.0166607504734436
2019-07-24,VZ,0.05115,0.0649418250630344,-0.0137918250630344,0.031222679215006,0.0199273207849939,0.0344892495265563,0.0166607504734436
2019-07-25,VZ,0.05115,0.0648918293894174,-0.0137418293894174,0.031222679215006,0.0199273207849939,0.0344892495265563,0.0166607504734436
2019-07-26,VZ,0.05115,0.06415268469732,-0.01300268469732,0.031222679215006,0.0199273207849939,0.0344892495265563,0.0166607504734436
2019-07-29,VZ,0.05115,0.0631384524773011,-0.0119884524773011,0.031222679215006,0.0199273207849939,0.0344892495265563,0.0166607504734436
2019-07-30,VZ,0.05115,0.0653501975897184,-0.0142001975897184,0.031222679215006,0.0199273207849939,0.0344892495265563,0.0166607504734436
2019-08-01,VZ,-0.022011,0.0243071019687057,-0.0463181019687057,0.0055011762870239,-0.0275121762870239,0.0110780760247293,-0.0330890760247293
2019-08-02,VZ,-0.022011,0.0239820134176593,-0.0459930134176593,0.0055011762870239,-0.0275121762870239,0.0110780760247293,-0.0330890760247293
2019-08-05,VZ,-0.022011,0.0233119064484321,-0.0453229064484321,0.0055011762870239,-0.0275121762870239,0.0110780760247293,-0.0330890760247293
2019-08-06,VZ,-0.022011,0.0243071019687057,-0.0463181019687057,0.0055011762870239,-0.0275121762870239,0.0110780760247293,-0.0330890760247293
2019-08-07,VZ,-0.022011,0.0239820134176593,-0.0459930134176593,0.0055011762870239,-0.0275121762870239,0.0110780760247293,-0.0330890760247293
2019-08-08,VZ,-0.022011,0.0239820134176593,-0.0459930134176593,0.0055011762870239,-0.0275121762870239,0.0110780760247293,-0.0330890760247293
2019-08-09,VZ,-0.022011,0.0222186980085673,-0.0442296980085673,0.0055011762870239,-0.0275121762870239,0.0110780760247293,-0.0330890760247293
2019-08-12,VZ,-0.022011,0.0237441655704288,-0.0457551655704288,0.0055011762870239,-0.0275121762870239,0.0110780760247293,-0.0330890760247293
2019-08-13,VZ,-0.022011,0.0237441655704288,-0.0457551655704288,0.0055011762870239,-0.0275121762870239,0.0110780760247293,-0.0330890760247293
2019-08-14,VZ,-0.022011,0.0226437742084477,-0.0446547742084477,0.0055011762870239,-0.0275121762870239,0.0110780760247293,-0.0330890760247293
2019-08-15,VZ,-0.022011,0.0240692541214752,-0.0460802541214752,0.0055011762870239,-0.0275121762870239,0.0110780760247293,-0.0330890760247293
2019-08-16,VZ,-0.022011,0.0235335786360948,-0.0455445786360948,0.0055011762870239,-0.0275121762870239,0.0110780760247293,-0.0330890760247293
2019-08-19,VZ,-0.022011,0.0235335786360948,-0.0455445786360948,0.0055011762870239,-0.0275121762870239,0.0110780760247293,-0.0330890760247293
2019-08-20,VZ,-0.022011,0.0235335786360948,-0.0455445786360948,0.0055011762870239,-0.0275121762870239,0.0110780760247293,-0.0330890760247293
2019-08-21,VZ,-0.022011,0.0242909263091379,-0.0463019263091379,0.0055011762870239,-0.0275121762870239,0.0110780760247293,-0.0330890760247293
2019-08-22,VZ,-0.022011,0.0235335786360948,-0.0455445786360948,0.0055011762870239,-0.0275121762870239,0.0110780760247293,-0.0330890760247293
2019-08-23,VZ,-0.022011,0.0236298893937728,-0.0456408893937728,0.0055011762870239,-0.0275121762870239,0.0110780760247293,-0.0330890760247293
2019-08-26,VZ,-0.022011,0.0240692541214752,-0.0460802541214752,0.0055011762870239,-0.0275121762870239,0.0110780760247293,-0.0330890760247293
2019-08-27,VZ,-0.022011,0.0221990899577744,-0.0442100899577744,0.0055011762870239,-0.0275121762870239,0.0110780760247293,-0.0330890760247293
2019-08-28,VZ,-0.022011,0.0244817422511068,-0.0464927422511068,0.0055011762870239,-0.0275121762870239,0.0110780760247293,-0.0330890760247293
2019-08-29,VZ,-0.022011,0.0231855884742849,-0.0451965884742849,0.0055011762870239,-0.0275121762870239,0.0110780760247293,-0.0330890760247293
2019-09-03,VZ,0.052289,0.0133358343129279,0.038953165687072,-0.00943887502124,0.06172787502124,-0.0025200459156281,0.0548090459156281
2019-09-04,VZ,0.052289,0.0136485011281299,0.03864049887187,-0.00943887502124,0.06172787502124,-0.0025200459156281,0.0548090459156281
2019-09-05,VZ,0.052289,0.013489155079018,0.0387998449209819,-0.00943887502124,0.06172787502124,-0.0025200459156281,0.0548090459156281
2019-09-06,VZ,0.052289,0.0133358343129279,0.038953165687072,-0.00943887502124,0.06172787502124,-0.0025200459156281,0.0548090459156281
2019-09-09,VZ,0.052289,0.0138023256826828,0.0384866743173171,-0.00943887502124,0.06172787502124,-0.0025200459156281,0.0548090459156281
2019-09-10,VZ,0.052289,0.0140463650184562,0.0382426349815437,-0.00943887502124,0.06172787502124,-0.0025200459156281,0.0548090459156281
2019-09-11,VZ,0.052289,0.0110154185110762,0.0412735814889237,-0.00943887502124,0.06172787502124,-0.0025200459156281,0.0548090459156281
2019-09-12,VZ,0.052289,0.0128714286383678,0.0394175713616321,-0.00943887502124,0.06172787502124,-0.0025200459156281,0.0548090459156281
2019-09-13,VZ,0.052289,0.0128714286383678,0.0394175713616321,-0.00943887502124,0.06172787502124,-0.0025200459156281,0.0548090459156281
2019-09-16,VZ,0.052289,0.0131154679741413,0.0391735320258586,-0.00943887502124,0.06172787502124,-0.0025200459156281,0.0548090459156281
2019-09-17,VZ,0.052289,0.0131154679741413,0.0391735320258586,-0.00943887502124,0.06172787502124,-0.0025200459156281,0.0548090459156281
2019-09-18,VZ,0.052289,0.0128714286383678,0.0394175713616321,-0.00943887502124,0.06172787502124,-0.0025200459156281,0.0548090459156281
2019-09-19,VZ,0.052289,0.0131840954535698,0.0391049045464301,-0.00943887502124,0.06172787502124,-0.0025200459156281,0.0548090459156281
2019-09-20,VZ,0.052289,0.0131840954535698,0.0391049045464301,-0.00943887502124,0.06172787502124,-0.0025200459156281,0.0548090459156281
2019-09-23,VZ,0.052289,0.0128714286383678,0.0394175713616321,-0.00943887502124,0.06172787502124,-0.0025200459156281,0.0548090459156281
2019-09-24,VZ,0.052289,0.0131840954535698,0.0391049045464301,-0.00943887502124,0.06172787502124,-0.0025200459156281,0.0548090459156281
2019-09-25,VZ,0.052289,0.0128714286383678,0.0394175713616321,-0.00943887502124,0.06172787502124,-0.0025200459156281,0.0548090459156281
2019-09-26,VZ,0.052289,0.0132040322360556,0.0390849677639443,-0.00943887502124,0.06172787502124,-0.0025200459156281,0.0548090459156281
2019-09-27,VZ,0.052289,0.0131983303914661,0.0390906696085338,-0.00943887502124,0.06172787502124,-0.0025200459156281,0.0548090459156281
2019-10-01,VZ,0.037827,0.0235860868170401,0.0142409131829598,0.0074405567243001,0.0303864432756998,0.0128432594990484,0.0249837405009515
2019-10-02,VZ,0.037827,0.025144225140116,0.0126827748598839,0.0074405567243001,0.0303864432756998,0.0128432594990484,0.0249837405009515
2019-10-03,VZ,0.037827,0.0268565876030765,0.0109704123969234,0.0074405567243001,0.0303864432756998,0.0128432594990484,0.0249837405009515
2019-10-04,VZ,0.037827,0.0250266600211801,0.0128003399788198,0.0074405567243001,0.0303864432756998,0.0128432594990484,0.0249837405009515
2019-10-07,VZ,0.037827,0.0216243467508584,0.0162026532491415,0.0074405567243001,0.0303864432756998,0.0128432594990484,0.0249837405009515
2019-10-08,VZ,0.037827,0.0229079492213033,0.0149190507786966,0.0074405567243001,0.0303864432756998,0.0128432594990484,0.0249837405009515
2019-10-09,VZ,0.037827,0.025144225140116,0.0126827748598839,0.0074405567243001,0.0303864432756998,0.0128432594990484,0.0249837405009515
2019-10-10,VZ,0.037827,0.0250266600211801,0.0128003399788198,0.0074405567243001,0.0303864432756998,0.0128432594990484,0.0249837405009515
2019-10-11,VZ,0.037827,0.0229079492213033,0.0149190507786966,0.0074405567243001,0.0303864432756998,0.0128432594990484,0.0249837405009515
2019-10-14,VZ,0.037827,0.0233142975582196,0.0145127024417803,0.0074405567243001,0.0303864432756998,0.0128432594990484,0.0249837405009515
2019-10-15,VZ,0.037827,0.0236258386642241,0.0142011613357758,0.0074405567243001,0.0303864432756998,0.0128432594990484,0.0249837405009515
2019-10-16,VZ,0.037827,0.0216243467508584,0.0162026532491415,0.0074405567243001,0.0303864432756998,0.0128432594990484,0.0249837405009515
2019-10-17,VZ,0.037827,0.0236258386642241,0.0142011613357758,0.0074405567243001,0.0303864432756998,0.0128432594990484,0.0249837405009515
2019-10-18,VZ,0.037827,0.0233142975582196,0.0145127024417803,0.0074405567243001,0.0303864432756998,0.0128432594990484,0.0249837405009515
