DATE,TICKER,actual_return,predicted_return,catboost_error
2019-01-02,DUK,-0.025629,0.05363539128426247,-0.07926439128426246
2019-01-03,DUK,-0.025629,0.04303140384290862,-0.06866040384290861
2019-01-04,DUK,-0.025629,0.03222132660149121,-0.05785032660149121
2019-01-07,DUK,-0.025629,0.04966990343241461,-0.0752989034324146
2019-01-08,DUK,-0.025629,0.04995919082898506,-0.07558819082898506
2019-01-09,DUK,-0.025629,0.05156761498856897,-0.07719661498856897
2019-01-10,DUK,-0.025629,0.04303140384290862,-0.06866040384290861
2019-01-11,DUK,-0.025629,0.04982077235059524,-0.07544977235059525
2019-01-14,DUK,-0.025629,0.0324376270866417,-0.058066627086641696
2019-01-15,DUK,-0.025629,0.028878877339957355,-0.05450787733995735
2019-01-16,DUK,-0.025629,0.054665664627499264,-0.08029466462749926
2019-01-17,DUK,-0.025629,0.05087758884311446,-0.07650658884311445
2019-01-18,DUK,-0.025629,0.05093875636170126,-0.07656775636170127
2019-01-22,DUK,-0.025629,0.05348580868387111,-0.07911480868387111
2019-01-23,DUK,-0.025629,0.05348580868387111,-0.07911480868387111
2019-01-24,DUK,-0.025629,0.05299412412608188,-0.07862312412608188
2019-01-25,DUK,-0.025629,0.05281595415778922,-0.07844495415778921
2019-01-28,DUK,-0.025629,0.05491555433585511,-0.08054455433585511
2019-01-29,DUK,-0.025629,0.051917988906522466,-0.07754698890652247
2019-01-30,DUK,-0.025629,0.05348580868387111,-0.07911480868387111
2019-01-31,DUK,-0.025629,0.033388132613747366,-0.059017132613747365
2019-02-01,DUK,0.017149,0.030060347038072446,-0.012911347038072445
2019-02-04,DUK,0.017149,0.024626751641853604,-0.007477751641853603
2019-02-05,DUK,0.017149,0.024626751641853604,-0.007477751641853603
2019-02-06,DUK,0.017149,0.031448363180205094,-0.014299363180205093
2019-02-07,DUK,0.017149,0.024130510446221838,-0.006981510446221837
2019-02-08,DUK,0.017149,0.03144951524251639,-0.014300515242516392
2019-02-11,DUK,0.017149,0.03162956547031408,-0.014480565470314077
2019-02-12,DUK,0.017149,0.022331026387393135,-0.005182026387393134
2019-02-13,DUK,0.017149,0.02496561445953567,-0.00781661445953567
2019-02-14,DUK,0.017149,0.03700663160682166,-0.01985763160682166
2019-02-15,DUK,0.017149,0.035628250564449446,-0.018479250564449445
2019-02-19,DUK,0.017149,0.02979119130760687,-0.012642191307606868
2019-02-20,DUK,0.017149,0.0325044945485555,-0.0153554945485555
2019-02-21,DUK,0.017149,0.032633672360599775,-0.015484672360599774
2019-02-22,DUK,0.017149,0.031916517567855976,-0.014767517567855975
2019-02-25,DUK,0.017149,0.03153535424448787,-0.014386354244487868
2019-02-26,DUK,0.017149,0.03222594097618246,-0.015076940976182462
2019-02-27,DUK,0.017149,0.037201882091986646,-0.020052882091986645
2019-02-28,DUK,0.017149,0.02426546774798121,-0.0071164677479812095
2019-03-01,DUK,0.031983,0.02426546774798121,0.007717532252018787
2019-03-04,DUK,0.031983,0.016106486420497897,0.0158765135795021
2019-03-05,DUK,0.031983,0.02426546774798121,0.007717532252018787
2019-03-06,DUK,0.031983,0.016163066496983795,0.015819933503016203
2019-03-07,DUK,0.031983,0.016600009871448024,0.015382990128551974
2019-03-08,DUK,0.031983,0.016600009871448024,0.015382990128551974
2019-03-11,DUK,0.031983,0.023294197739563455,0.008688802260436543
2019-03-12,DUK,0.031983,0.018532982913089146,0.013450017086910852
2019-03-13,DUK,0.031983,0.01906190934141802,0.012921090658581977
2019-03-14,DUK,0.031983,0.016852204244400495,0.015130795755599502
2019-03-15,DUK,0.031983,0.015983406549523366,0.01599959345047663
2019-03-18,DUK,0.031983,0.018667004693554336,0.013315995306445661
2019-03-19,DUK,0.031983,0.018014389663624498,0.0139686103363755
