DATE,TICKER,actual_return,predicted_return,catboost_error
2019-01-02,PG,-0.027405,0.03306828337000928,-0.060473283370009276
2019-01-03,PG,-0.027405,0.03179116573652449,-0.05919616573652449
2019-01-04,PG,-0.027405,0.028392067062103732,-0.05579706706210373
2019-01-07,PG,-0.027405,0.031626324670948544,-0.05903132467094854
2019-01-08,PG,-0.027405,0.03493655927522642,-0.062341559275226416
2019-01-09,PG,-0.027405,0.03370006908691935,-0.06110506908691935
2019-01-10,PG,-0.027405,0.03141408229369763,-0.05881908229369763
2019-01-11,PG,-0.027405,0.030612051926599073,-0.058017051926599075
2019-01-14,PG,-0.027405,0.03218506740998893,-0.05959006740998893
2019-01-15,PG,-0.027405,0.0313084540816915,-0.0587134540816915
2019-01-16,PG,-0.027405,0.0324982399359718,-0.0599032399359718
2019-01-17,PG,-0.027405,0.03179116573652449,-0.05919616573652449
2019-01-18,PG,-0.027405,0.02580126349751436,-0.05320626349751436
2019-01-22,PG,-0.027405,0.032151134919964554,-0.05955613491996455
2019-01-23,PG,-0.027405,0.029747047204860613,-0.05715204720486061
2019-01-24,PG,-0.027405,0.032385070603283515,-0.059790070603283514
2019-01-25,PG,-0.027405,0.03289492779217004,-0.06029992779217004
2019-01-28,PG,-0.027405,0.03225773164952236,-0.059662731649522356
2019-01-29,PG,-0.027405,0.033913668424437035,-0.061318668424437034
2019-01-30,PG,-0.027405,0.033686162598067296,-0.061091162598067295
2019-01-31,PG,-0.027405,0.015729065181130562,-0.04313406518113056
2019-02-01,PG,0.057302,0.015315957675530406,0.04198604232446959
2019-02-04,PG,0.057302,0.0138643928239304,0.0434376071760696
2019-02-05,PG,0.057302,0.013133222191454536,0.04416877780854546
2019-02-06,PG,0.057302,0.00568229907359671,0.05161970092640329
2019-02-07,PG,0.057302,0.013077742685667283,0.044224257314332716
2019-02-08,PG,0.057302,0.007349390359064359,0.04995260964093564
2019-02-11,PG,0.057302,0.013133222191454536,0.04416877780854546
2019-02-12,PG,0.057302,0.013133222191454536,0.04416877780854546
